Wall time,Step,Value
1674467700.987515,0,3.6924679279327393
1674467705.0287821,1,0.5368292331695557
1674467709.212505,2,21.226903915405273
1674467713.882656,3,21.592647552490234
1674467718.390904,4,16.476884841918945
1674467722.640734,5,14.622471809387207
1674467727.0329459,6,0.06747525930404663
1674467731.863924,7,1.0364679098129272
1674467736.407228,8,9.153752326965332
1674467741.202991,9,0.35118165612220764
1674467746.494317,10,0.061233095824718475
1674467751.127742,11,0.48723503947257996
1674467756.1254709,12,0.05375117063522339
1674467760.567905,13,0.011817553080618382
1674467765.959518,14,0.02510136365890503
1674467771.724847,15,0.012231376022100449
1674467777.3730738,16,0.006132334936410189
1674467783.222958,17,0.008390596136450768
1674467788.816639,18,0.004309364128857851
1674467794.240597,19,0.0026206413749605417
1674467799.806645,20,0.002819640561938286
1674467805.479182,21,0.008256537839770317
1674467810.8130188,22,0.002304798224940896
1674467816.520128,23,0.012560049071907997
1674467821.7627661,24,0.006674585863947868
1674467827.4871628,25,0.0025368034839630127
1674467833.1957738,26,0.003750793170183897
1674467838.8428218,27,0.0021823556162416935
1674467844.3169641,28,0.002054159063845873
1674467850.142099,29,0.00029442363302223384
1674467855.3845341,30,0.0003870180225931108
1674467861.519542,31,0.0001507589331595227
1674467866.801847,32,0.00019781971059273928
1674467872.057183,33,0.0001725282345432788
1674467877.2183082,34,0.0001863644429249689
1674467882.420429,35,0.00018477388948667794
1674467887.7210062,36,0.0001776539284037426
1674467893.0131378,37,0.00015209287812467664
1674467898.1324449,38,0.00011838603677460924
1674467903.382399,39,0.00010271829523844644
1674467908.51777,40,8.217678259825334e-05
1674467913.6597319,41,9.825380402617157e-05
1674467918.800643,42,0.00010191520414082333
1674467923.983792,43,0.00010074611782329157
1674467929.171526,44,0.00011248404189245775
1674467934.469588,45,0.00010287250916007906
1674467940.1188831,46,0.00011916086805285886
1674467945.7485461,47,0.00010038151958724484
1674467951.6887832,48,0.00010358673171140254
1674467956.8872588,49,0.00012178651377325878
